Location ID,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description
902,818,LAMBTON - KINGSWAY PARK OUTDOOR POOL,,,,"Travel to High Park Station. Board the 30 Lambton and travel to Prince Edward. Walk south on Prince Edward, then east on Government Rd. to Marquis Ave. Walk south to number 37.",Etobicoke York,37,,MARQUIS,AVE,,,"Welcome to Lambton-Kingsway pool! This Outdoor Pool is located in a quiet residential neighbourhood, in a park setting. We offer a very large and popular learn to swim program, catering to all ages and abilities, weekday mornings. Afternoon, evening and weekend aquatic programming includes leisure, family and length swimming opportunities. Lambton-Kingsway Pool is also home to a very popular children's recreational swim team - Splash. Situated next to tennis courts and a playground area, the park and pool are the perfect place for a fun family day!"
903,773,WEDGEWOOD PARK  OUTDOOR POOL,,,,,Etobicoke York,15,,SWAN,AVE,,,
904,815,WEST DEANE PARK OUTDOOR POOL,,,,,Etobicoke York,19,,SEDGEBROOK,CRES,,,
905,808,WEST MALL OUTDOOR POOL,,,,,Etobicoke York,380,,THE WEST MALL,,,,
906,906,AMOS WAITES PARK OUTDOOR POOL,,,,,Etobicoke York,2441,,LAKE SHORE,BLVD,W,,
907,793,OURLAND PARK OUTDOOR POOL,,,,,Etobicoke York,18,,OURLAND,AVE,,,
909,867,ROTARY PEACE PARK OUTDOOR POOL,,,,,Etobicoke York,25,,ELEVENTH,ST,,,
910,479,LAMBTON WOODS,park,,Royal York Rd & Edgehill Rd,,Etobicoke York,1185,,ROYAL YORK,RD,,,"<strong>Special Features</strong><br>
WILDLIFE - Listed as a top spot to see birds in the City's Birds of Toronto <a href=""http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=766a036318061410VgnVCM10000071d60f89RCRD&vgnextfmt=default"">Biodiversity Series booklet</a>."
911,911,GLEN ROUGE CAMPGROUND,park,,Kingston Rd & Graham Farm Lane,,Scarborough,7450,,KINGSTON,RD,,,"The only campground to be found within Toronto's City limits, Glen Rouge Campground is part of the larger Rouge Park. It is located in the east end and is run jointly with the Toronto and Region Conservation Authority. The campground has both serviced and unserviced sites available for tents, trailers and RV's. Glen Rouge Campground combines the beauty of nature with the convenience of a nearby urban centre. For more information or on how to book a site please visit the Toronto and Region Conservation Authority website. You can take the 85D Sheppard East TTC Bus to the Toronto Zoo located near the campground."
912,798,CENTENNIAL PARK STADIUM,stadium,,Centennial Park Rd & Rathburn Rd,,Etobicoke York,56,,CENTENNIAL PARK,RD,,,
913,798,CENTENNIAL PARK ARENA,crc,Partially Accessible,,"Travel to Royal York Station. Board the 48 Rathburn Bus. Exit the bus at 580 Rathburn Rd at Senecca School. Head northeast on Rathburn Rd toward Centennial Park Rd, turn left onto Centennial Park Rd walk north.",Etobicoke York,156,,CENTENNIAL PARK,RD,,M9C 5N3,This double-padded arena is located in Centennial Park in Etobicoke. This facility offers a wide variety of programs including Hockey Skills and Learn to Skate programs for all ages. We also offer both supervised and unsupervised public skates.
914,798,CENTENNIAL PARK SKI CHALET,,Partially Accessible,Centennial Park Rd & Centennial Park Gate,,Etobicoke York,256,,CENTENNIAL PARK,RD,,,
915,915,GLEN PARK,park,,Eastglen Cres & Northglen Ave,,Etobicoke York,44,A,EASTGLEN,CRES,,,"A park near Burnhamthorpe Road and Martin Grove Road that features two outdoor tennis courts, two gazebos, a wading pool and a children's playground."
918,918,DON VALLEY GOLF COURSE,park,,Yonge St & William Carson Cres,,North York,4200,,YONGE,ST,,,
920,920,MANCHESTER PARK,park,,Manchester St & Blue Goose St,,Etobicoke York,75,,MANCHESTER,ST,,,A 2.3 hectare park near Royal York Road and Lake Shore Boulevard West that features three lit outdoor tennis courts and a children's playground.
921,921,LONG BRANCH PARK,park,,Lake Prom & Long Branch Ave,,Etobicoke York,245,,LAKE PROMENADE,,,,"A 1.4 hectare park near Brown's Line and Lake Shore Boulevard West on the shore of Lake Ontario that features a gazebo and a children's playground.
<br><br>
<strong>Special Features</strong><br>
SCENIC VIEW - Great place to watch a sunrise."
922,922,LORA HILL PARK,park,,Fernalroy Blvd & Leamington Ave,,Etobicoke York,36,,FERNALROY,BLVD,,,
923,923,ALBION GARDENS PARK,park,,Deanlea Crt & Ladywood Dr,,Etobicoke York,41,,DEANLEA,CRT,,,"A 5.8 hectare park on the Humber River East Branch (known as East Humber River) near Finch Avenue West and Islington Avenue. The park features three lit tennis courts, a children's playground and trails that connect to the West Humber Parkland."
924,819,PRINCE OF WALES PARK,park,,Third St & Lake Shore Dr,,Etobicoke York,1,,THIRD,ST,,,"<br><br>
<strong>Special Features</strong><br>
SCENIC VIEW - Great place to watch a sunrise."
925,530,SEVERN CREEK PARK,park,,Cluny Dr & Rosedale Rd,,Toronto East York,8,R,CLUNY,DR,,,
926,926,CENTENNIAL PARK CONSERVATORY AND GREENHOUSE,Other,Partially Accessible,Elmcrest Rd & Rathburn Rd,"TTC accessible from Royal York station. Take the Anglesey bus 2, stop at Elmcrest Road.",Etobicoke York,151,,ELMCREST,RD,,,"Three glass houses with more than 12,000 square feet of interesting plant collections. The conservatory holds seasonal spring and summer shows.<br><br>
<a href=""/wps/portal/contentonly?vgnextoid=a7b9dada600f0410VgnVCM10000071d60f89RCRD&vgnextfmt=default"">More about Centennial Park Conservatory</a>"
932,932,WHITLAM WAREHOUSE,Other,,Whitlam Ave & Twenty Second St,,Etobicoke York,25,,WHITLAM,AVE,,,
934,552,TRACE MANES PARK,park,,Rumsey Rd & Heath Rd,The 88 South bus stop is a short distance away.,North York,110,,RUMSEY,RD,,,"Trace Manes wading pool is a great spot for a family friendly day. In addition to the spacious wading pool, Trace Manes has a baseball diamond, tennis courts, a playground, and a Toronto Public Library. For travelling purposes, parking is available on Rumsey Road or on the side streets."
935,935,CLOVERDALE PARK,park,,Shaver Ave S & Kebral Ave,,Etobicoke York,85,,SHAVER,AVE,S,,"This 1.7 hectare park near Dundas Street West and The East Mall features three lit outdoor tennis courts, a children's playground and open green space. 
"
936,936,INDIAN LINE PARK,park,,Humberwood Blvd & Morningstar Dr,,Etobicoke York,655,,HUMBERWOOD,BLVD,,,"A 2.4 hectare park near Rexdale Boulevard and Highway 427 that features two lit outdoor tennis courts, three basketball courts, a children's playground and an open green space."
937,564,ORIOLE PARK - NORTH YORK,park,,Don Mills Rd W & Esterbrooke Ave,,North York,2955,,DON MILLS,RD,,,"This 2.6 hectare park on Don Mills Road north of Sheppard Avenue West features a lit ball diamond, four tennis courts, a splash pad and a children`s playground."
939,906,AMOS WAITES PARK,park,,Lake Shore Blvd W & Mimico Ave,,Etobicoke York,2441,,LAKE SHORE,BLVD,W,,"A 1.4 hectare park on Lake Shore Boulevard at Mimco Avenue in Etobicoke featuring two children's playgrounds and the Amos Waites Outdoor Pool. The park also fronts onto Lake Ontario with a series of boardwalks, paths and beaches.
<br><br>
<strong>Special Features</strong><br>
SCENIC VIEW - Great place to watch a sunrise."
940,940,CRONIN PARK,park,,Burnhamthorpe Rd & Meadowbank Rd,,Etobicoke York,404,,BURNHAMTHORPE,RD,,,A small park on Burnhamthorpe Road near The East Mall featuring a children`s playground and a community garden.
941,499,CUMMER PARK,park,,Cummer Ave & Mallaby Rd,,North York,823,,CUMMER,AVE,,,"A 4 hectare park at Cummer Avenue and Leslie Street. This park features a lit ball diamond, a multipurpose sports field, tennis courts, basketball courts, a skateboard park and a children's playground. The park is adjacent to the Cummer Park Community Centre."
942,942,BRAMBER WOODS PARK,park,,Bramber Rd & Deep Dene Dr,,Scarborough,15,,BRAMBER,RD,,,"A 2.2 hectare tree lined park near Meadowvale Road and Kingston Road featuring gravel walking paths, a children's playground and an open green space area."
943,943,BLOORDALE PARK NORTH,park,,Toledo Rd & Renforth Dr,,Etobicoke York,20,,TOLEDO,RD,,,"This 10.4 hectare park follows the Elmcrest Creek from Burnamthorpe Road south to Bloor Street East in western Etobicoke. In addition to the many walking paths, the park features two outdoor tennis courts and a children's playground."
944,885,RIVERLEA PARK,park,,Scarlett Rd & Riverlea Dr,,Etobicoke York,919,,SCARLETT,RD,,,
945,945,ALBERT STANDING PARK,park,,Bogert Ave & Frizzell Rd,,North York,50,,BOGERT,AVE,,,"A park on Sheppard Avenue West near Yonge Street that features a decorative water fountain, arbour and sitting area.
"
946,946,CORONATION PARK - ETOBICOKE,park,,Judson St & Royal York Rd,,Etobicoke York,10,,JUDSON,ST,,,This small park on the corner of Royal York Road and Evans in Etobicoke features a children's playground and a lawn bowling green with club house.
947,947,ST. LUCIE PARK,park,,Weston Rd & Imogene Ave,,Etobicoke York,3300,,WESTON,RD,,,
948,948,EAST MALL PARK,park,,The East Mall & Valhalla Inn Rd,,Etobicoke York,355,,THE EAST MALL,,,,"This 3.3 hectare park features three outdoor tennis courts, a children's playground and open green space."
951,951,PRINCESS ANNE PARK,park,,Prince George Dr & Palace Arch Dr,,Etobicoke York,18,,PRINCE GEORGE,DR,,,
953,807,WEST HUMBER PARKLAND,park,,Albion Rd & Irwin Rd,"Take the 73 Royal York bus from Royal York Station or the 96 C, F Wilson Bus to the Irwin/Arcot Stop and walk to the northwest corner of the intersection and park entrance.",Etobicoke York,447,,ALBION,RD,,,"West Humber Parkland is located in the east end of Rexdale near the Highway 401 and 400 interchange. It is the gateway to the extensive Humber Recreational Trail system travelling both east and west along the Humber River and its tributaries. West Humber has two playgrounds, five soccer fields, and open space for picnics. It's trails are an excellent place to view wildlife and spot waterfowl. Across the street is Summerlea Park with a baseball diamond, wading pool, cricket pitch, more sports fields, playgrounds and an outdoor skating rink."
954,543,SCARBOROUGH HISTORICAL MUSEUM,,,Brimley Rd & Britwell Ave,,Scarborough,1007,,BRIMLEY,RD,,,
956,567,MEL LASTMAN SQUARE,park,,,Travel to North York Centre Station.,North York,5100,,YONGE,ST,,,"<a href=""/wps/portal/contentonly?vgnextoid=4e1f1f6230f22410VgnVCM10000071d60f89RCRD&vgnextchannel=b44b1f6230f22410VgnVCM10000071d60f89RCRD&vgnextfmt=default"">Mel Lastman Square</a> is a beautiful park featuring 20,000 square feet of open space, a garden court, an outdoor amphitheatre, fountains and a reflecting pool. Special events that showcase music, art, dancing, theatre, food, and sports are planned by our city's various cultural groups for every season. The Square has various levels and areas that are suitable for an assortment of activities, such as cultural festivals, concerts, fund raisers, awareness campaigns, children's activities, art displays and more. For special events, call the Mel Lastman Square at (416) 338-3343. In the winter months, the pond is frozen to become an outdoor ice rink."
957,957,MOSSGROVE PARK,park,,Mossgrove Trail & Riderwood Dr,,North York,57,,MOSSGROVE,TRL,,,"A 3 hectare park on York Mills Road near Leslie Street that features a ball diamond, a children's playground and an open green space."
958,958,BILL HANCOX PARK,park,,Lawrence Ave E & Bridgeport Dr,,Scarborough,5421,,LAWRENCE,AVE,E,,"A 3 hectare park near Port Union Road and Lawrence Avenue East that features many walking paths, one adult soccer field, two junior/mini soccer fields and a children's playground.
"
959,959,KINGSVIEW PARK,park,,Kingsview Blvd & Windsor Rd,,Etobicoke York,46,,KINGSVIEW,BLVD,,,"A 1.6 hectare park near Islington Avenue and Dixon Road that features two outdoor tennis courts, two lit bocce courts, a splash pad and a children's playground."
960,960,WINCOTT PARK,park,,,,Etobicoke York,86,,NORTHCREST,RD,,,"Wincott Park is divided in half by Poynter Drive. This park is located in the middle of the neighbourhood near Westway Junior School. North of Poynter Drive there is a newly refurbished children's playground and two lit outdoor bocce courts. At the south end of the park there is a swing set, a pair of slides and a climbing structure. There are open green areas along the path as with naturalized areas for wildlife throughout the park.<br/><br/>The Humber Creek Trail is a paved path that runs through the park from Moline Drive in the south to Dixon Road in the north. Near the north end of the park the trail passes by a pond with a small seating area on the south shore.
"
961,591,ROSEBANK PARK,park,,Progress Ave & Rosebank Dr,,Scarborough,1051,,PROGRESS,AVE,,,
962,962,LIVINGSTONE PARK,park,,Woodville Ave & Broadview Ave,,Toronto East York,21,,WOODVILLE,AVE,,,
963,898,FLAGSTAFF PARK,park,,,,Etobicoke York,42,,MERCURY,RD,,,"This 3.6 hectare park near Martin Grove Road and Rexdale Boulevard features a large area for recreation activities, three lit tennis courts, a children's playground and the Flagstaff Outdoor Pool."
964,964,SCARLETT HEIGHTS PARK,park,,Fontenay Crt & Scarlett Rd,,Etobicoke York,24,,FONTENAY,CRT,,,
965,583,ANGELA JAMES ARENA - TENNIS COURT AREA,crc,,,,North York,165,,GRENOBLE,DR,,M3C 1E3,
966,966,ALEXANDER PARK,park,,Alexander St & Victoria St,,Etobicoke York,33,,ALEXANDER,ST,,,"A park near Lake Shore Boulevard West and Park Lawn Road that features a children's playground.
"
967,967,DELMA PARK,park,,Delma Dr & Eltham Dr,,Etobicoke York,38,,DELMA,DR,,,A small park featuring a children's playground and an open green space.
968,968,YORKWOODS PARK,park,,Yorkwoods Gt & Driftwood Ave,,North York,20,,YORKWOODS,GT,,,
970,970,ZION HISTORICAL CEMETERY,,,Finch Ave E & Skymark Dr,,North York,1650,,FINCH,AVE,E,,
971,971,GREYSTONE PARK,park,,Danforth Rd & Greystone Walk Dr,,Scarborough,845,,DANFORTH,RD,,,"A one hectare park on Danforth Road near Midland Avenue that features a basketball court, a splash pad and a children's playground."
972,972,SANWOOD PARK,park,,Sanwood Blvd & Burnt Bark Dr,,Scarborough,20,,SANWOOD,BLVD,,,
